# BTC-GEO Copyright Bittrex Inc. 2017

[TimeStamp], [Open], [Close], [High], [Low], [Volume], [BaseVolume]
2/21/2015 12:41:00 PM,0.00025890,0.00025900,0.00025900,0.00025890,643.52726554,0.16662355
2/21/2015 12:46:00 PM,0.00025900,0.00025999,0.00025999,0.00022000,811.58490441,0.20241930
2/21/2015 12:47:00 PM,0.00025999,0.00029099,0.00029099,0.00025999,281.00641580,0.07367885
2/21/2015 12:49:00 PM,0.00022102,0.00029799,0.00029799,0.00022102,727.19388045,0.21134849
2/21/2015 12:50:00 PM,0.00025001,0.00029097,0.00029097,0.00025001,20.96724897,0.00534223
2/21/2015 12:54:00 PM,0.00029094,0.00029898,0.00029898,0.00029094,54.84674162,0.01622960
2/21/2015 12:58:00 PM,0.00029093,0.00030000,0.00030000,0.00029093,1559.54152224,0.46717666
2/21/2015 12:59:00 PM,0.00030000,0.00037999,0.00037999,0.00030000,1104.92845831,0.39930707
2/21/2015 1:00:00 PM,0.00037999,0.00037999,0.00037999,0.00037999,54.09931367,0.02055719
2/21/2015 1:06:00 PM,0.00037699,0.00037699,0.00037699,0.00037699,3.95037810,0.00148925
2/21/2015 1:07:00 PM,0.00029903,0.00037698,0.00037698,0.00029902,144.98338799,0.04377967
2/21/2015 1:37:00 PM,0.00029911,0.00029904,0.00029911,0.00029904,12.59106375,0.00376569
2/21/2015 1:38:00 PM,0.00029912,0.00029912,0.00029912,0.00029912,6.59302093,0.00197210
2/21/2015 1:42:00 PM,0.00029999,0.00029999,0.00029999,0.00029999,6.62465855,0.00198733
2/21/2015 1:44:00 PM,0.00022503,0.00022010,0.00022503,0.00022010,92.26080629,0.02047457
2/21/2015 1:56:00 PM,0.00029996,0.00029996,0.00029996,0.00029996,209.35675238,0.06279863
2/21/2015 2:01:00 PM,0.00025500,0.00025500,0.00025500,0.00025500,20.00000000,0.00510000
2/21/2015 2:03:00 PM,0.00027000,0.00027000,0.00027000,0.00027000,199.50000000,0.05386500
2/21/2015 2:13:00 PM,0.00022508,0.00022507,0.00022508,0.00022507,9.77131099,0.00219927
2/21/2015 2:15:00 PM,0.00022501,0.00026899,0.00026899,0.00022001,1038.36081974,0.22931100
2/21/2015 2:16:00 PM,0.00022001,0.00026900,0.00026900,0.00022001,470.65508903,0.10564467
2/21/2015 2:17:00 PM,0.00026900,0.00027200,0.00027200,0.00026900,30.00000000,0.00815867
2/21/2015 2:22:00 PM,0.00027198,0.00027198,0.00027198,0.00027198,16.63782259,0.00452515
2/21/2015 2:27:00 PM,0.00025000,0.00033997,0.00033997,0.00025000,369.73282584,0.10751930
2/21/2015 2:29:00 PM,0.00033996,0.00033997,0.00033997,0.00033996,208.28032235,0.07080902
2/21/2015 2:36:00 PM,0.00030996,0.00030997,0.00030997,0.00030996,30.36900755,0.00941345
2/21/2015 2:37:00 PM,0.00030997,0.00033991,0.00033991,0.00030997,30.36900755,0.01032044
2/21/2015 2:40:00 PM,0.00028049,0.00033991,0.00033991,0.00028049,91.33379590,0.03005026
2/21/2015 2:43:00 PM,0.00033991,0.00033997,0.00033997,0.00033991,20.00000000,0.00679919
2/21/2015 2:45:00 PM,0.00028001,0.00028001,0.00028001,0.00028001,345.26762808,0.09667837
2/21/2015 2:46:00 PM,0.00028200,0.00028001,0.00028200,0.00028001,40.00000000,0.01121875
2/21/2015 2:47:00 PM,0.00028001,0.00028000,0.00028001,0.00028000,21.00000000,0.00588000
2/21/2015 2:48:00 PM,0.00028001,0.00028001,0.00028001,0.00028001,171.42244920,0.04800000
2/21/2015 2:50:00 PM,0.00026000,0.00026000,0.00026000,0.00026000,56.81381597,0.01477159
2/21/2015 2:51:00 PM,0.00026000,0.00026000,0.00026000,0.00026000,50.00000000,0.01300000
2/21/2015 2:52:00 PM,0.00026001,0.00026000,0.00026001,0.00026000,111.03237962,0.02886844
2/21/2015 3:02:00 PM,0.00026000,0.00026000,0.00026000,0.00026000,4.59647322,0.00119508
2/21/2015 3:12:00 PM,0.00026000,0.00026000,0.00026000,0.00026000,16.46365938,0.00428055
2/21/2015 3:29:00 PM,0.00026000,0.00026000,0.00026000,0.00026000,41.42372006,0.01077016
2/21/2015 3:30:00 PM,0.00026000,0.00026000,0.00026000,0.00026000,518.30529451,0.13475937
2/21/2015 4:00:00 PM,0.00022303,0.00022303,0.00022303,0.00022303,6.68536141,0.00149103
2/21/2015 4:05:00 PM,0.00022302,0.00022302,0.00022302,0.00022302,17.43760424,0.00388892
2/21/2015 4:06:00 PM,0.00022302,0.00022302,0.00022302,0.00022302,128.88903435,0.02874483
2/21/2015 4:13:00 PM,0.00027989,0.00027989,0.00027989,0.00027989,4.60957662,0.00129017
2/21/2015 4:14:00 PM,0.00027989,0.00027989,0.00027989,0.00027989,3.45976839,0.00096835
2/21/2015 4:17:00 PM,0.00022333,0.00022302,0.00022333,0.00022302,852.37926344,0.19025262
2/21/2015 4:19:00 PM,0.00027990,0.00027990,0.00027990,0.00027990,105.64907744,0.02957117
2/21/2015 4:21:00 PM,0.00022303,0.00022125,0.00022303,0.00022125,1877.77387088,0.41731305
2/21/2015 4:33:00 PM,0.00027000,0.00027000,0.00027000,0.00027000,4000.00000000,1.08000000
2/21/2015 4:35:00 PM,0.00027100,0.00027100,0.00027100,0.00027100,1255.37984000,0.34020793
2/21/2015 4:38:00 PM,0.00027500,0.00027500,0.00027500,0.00027500,3850.00000000,1.05875000
2/21/2015 4:40:00 PM,0.00027100,0.00027100,0.00027100,0.00027100,750.00000000,0.20325000
2/21/2015 4:51:00 PM,0.00026999,0.00027894,0.00027894,0.00026999,400.00000000,0.11007678
2/21/2015 4:52:00 PM,0.00023000,0.00023000,0.00023000,0.00023000,100.00000000,0.02300000
2/21/2015 4:53:00 PM,0.00022125,0.00022125,0.00022125,0.00022125,34.23193625,0.00757380
2/21/2015 4:58:00 PM,0.00023000,0.00023000,0.00023000,0.00023000,3.00000000,0.00069000
2/21/2015 4:59:00 PM,0.00024000,0.00024000,0.00024000,0.00024000,3.00000000,0.00072000
2/21/2015 5:05:00 PM,0.00027000,0.00027000,0.00027000,0.00027000,9.22687500,0.00249125
2/21/2015 5:07:00 PM,0.00022130,0.00022125,0.00022130,0.00022125,171.42244920,0.03792756
2/21/2015 5:10:00 PM,0.00023000,0.00023000,0.00023000,0.00023000,231.11594433,0.05315666
2/21/2015 5:15:00 PM,0.00023100,0.00023100,0.00023100,0.00023100,10.00000000,0.00231000
2/21/2015 5:43:00 PM,0.00023000,0.00023000,0.00023000,0.00023000,19.22687500,0.00442218
2/21/2015 5:45:00 PM,0.00023000,0.00023000,0.00023000,0.00023000,500.00000000,0.11500000
2/21/2015 5:58:00 PM,0.00024492,0.00030000,0.00030000,0.00024492,1000.00000000,0.29470677
2/21/2015 6:03:00 PM,0.00023001,0.00023000,0.00023001,0.00023000,243.49802918,0.05600625
2/21/2015 6:13:00 PM,0.00022200,0.00022121,0.00022200,0.00022121,659.02777198,0.14587132
2/21/2015 6:19:00 PM,0.00029486,0.00029486,0.00029486,0.00029486,83.68769925,0.02467615
2/21/2015 6:33:00 PM,0.00023000,0.00023000,0.00023000,0.00023000,47.70673859,0.01097254
2/21/2015 7:14:00 PM,0.00022222,0.00022222,0.00022222,0.00022222,1000.00000000,0.22222000
2/21/2015 7:17:00 PM,0.00022156,0.00022131,0.00022156,0.00022131,818.88645021,0.18122836
2/21/2015 7:19:00 PM,0.00022131,0.00022130,0.00022131,0.00022130,1106.28526820,0.24482616
2/21/2015 7:23:00 PM,0.00022223,0.00022223,0.00022223,0.00022223,31.57422559,0.00701674
2/21/2015 7:24:00 PM,0.00022130,0.00022130,0.00022130,0.00022130,18.40000000,0.00407192
2/21/2015 7:26:00 PM,0.00022130,0.00022130,0.00022130,0.00022130,775.33198311,0.17158096
2/21/2015 7:32:00 PM,0.00022121,0.00021101,0.00022121,0.00021101,500.00000000,0.10832581
2/21/2015 7:46:00 PM,0.00021102,0.00020099,0.00021102,0.00020099,770.06773883,0.15749490
2/21/2015 8:19:00 PM,0.00020025,0.00020025,0.00020025,0.00020025,36.09544346,0.00722811
2/21/2015 8:45:00 PM,0.00020031,0.00020031,0.00020031,0.00020031,17.41501344,0.00348840
2/21/2015 8:46:00 PM,0.00020032,0.00020032,0.00020032,0.00020032,32.76678877,0.00656384
2/21/2015 9:44:00 PM,0.00021033,0.00021032,0.00021033,0.00021032,51.17499493,0.01076316
2/21/2015 10:27:00 PM,0.00022000,0.00022000,0.00022000,0.00022000,12.27319466,0.00270010
2/21/2015 10:28:00 PM,0.00021032,0.00021032,0.00021032,0.00021032,453.51258729,0.09538276
2/21/2015 10:54:00 PM,0.00021032,0.00021032,0.00021032,0.00021032,423.00000000,0.08896536
2/21/2015 11:01:00 PM,0.00021032,0.00021032,0.00021032,0.00021032,44.74247572,0.00941023
2/21/2015 11:09:00 PM,0.00021032,0.00021032,0.00021032,0.00021032,10.61901114,0.00223339
2/22/2015 12:32:00 AM,0.00021033,0.00021033,0.00021033,0.00021033,5.00640026,0.00105299
2/22/2015 12:37:00 AM,0.00021033,0.00021033,0.00021033,0.00021033,10.42444096,0.00219257
2/22/2015 12:40:00 AM,0.00021033,0.00021032,0.00021033,0.00021032,1218.61109501,0.25630125
2/22/2015 12:43:00 AM,0.00020020,0.00020020,0.00020020,0.00020020,409.91115668,0.08206421
2/22/2015 12:56:00 AM,0.00020020,0.00020020,0.00020020,0.00020020,400.00000000,0.08008000
2/22/2015 2:15:00 AM,0.00023500,0.00023579,0.00023579,0.00023500,432.45948192,0.10165517
2/22/2015 2:16:00 AM,0.00023955,0.00023999,0.00023999,0.00023955,94.17829328,0.02256611
2/22/2015 2:17:00 AM,0.00023999,0.00025500,0.00025500,0.00023999,581.90221011,0.14838479
2/22/2015 2:37:00 AM,0.00022001,0.00022001,0.00022001,0.00022001,26.16020129,0.00575550
2/22/2015 3:11:00 AM,0.00022000,0.00022000,0.00022000,0.00022000,3.20762522,0.00070567
2/22/2015 4:00:00 AM,0.00022000,0.00022000,0.00022000,0.00022000,429.96123770,0.09459147
2/22/2015 4:40:00 AM,0.00022100,0.00022100,0.00022100,0.00022100,207.85179871,0.04593524
2/22/2015 5:09:00 AM,0.00025331,0.00025331,0.00025331,0.00025331,2.03379478,0.00051518
2/22/2015 5:10:00 AM,0.00025332,0.00025331,0.00025500,0.00025331,34.37373110,0.00872272
2/22/2015 5:26:00 AM,0.00022105,0.00022100,0.00022105,0.00022100,45.81296415,0.01012484
2/22/2015 5:29:00 AM,0.00024000,0.00025499,0.00025499,0.00024000,2400.05293923,0.57605846
2/22/2015 5:50:00 AM,0.00022008,0.00022008,0.00022008,0.00022008,72.00200000,0.01584620
2/22/2015 6:13:00 AM,0.00025000,0.00025000,0.00025000,0.00025000,498.75000000,0.12468750
2/22/2015 6:15:00 AM,0.00022015,0.00022015,0.00022015,0.00022015,3.17252058,0.00069843
2/22/2015 6:24:00 AM,0.00022001,0.00022001,0.00022001,0.00022001,53.20000000,0.01170453
2/22/2015 6:29:00 AM,0.00023000,0.00023000,0.00023000,0.00023000,87.40574805,0.02010332
2/22/2015 6:30:00 AM,0.00023000,0.00023000,0.00023000,0.00023000,49.94252102,0.01148677
2/22/2015 6:44:00 AM,0.00023500,0.00023500,0.00023500,0.00023500,50.00000000,0.01175000
2/22/2015 6:45:00 AM,0.00024979,0.00024981,0.00024981,0.00024979,92.75626540,0.02316996
2/22/2015 6:53:00 AM,0.00025499,0.00025500,0.00025500,0.00025499,9.84644789,0.00251073
2/22/2015 6:55:00 AM,0.00025500,0.00026969,0.00026969,0.00025500,595.48279627,0.15709844
2/22/2015 6:57:00 AM,0.00026969,0.00030000,0.00030000,0.00026969,5000.00000000,1.43951750
2/22/2015 7:02:00 AM,0.00027000,0.00027000,0.00027000,0.00027000,300.00000000,0.08100000
2/22/2015 7:03:00 AM,0.00030518,0.00030518,0.00030518,0.00030518,6.27367637,0.00191459
2/22/2015 7:05:00 AM,0.00027000,0.00027000,0.00027000,0.00027000,575.91217750,0.15549628
2/22/2015 7:09:00 AM,0.00027001,0.00027000,0.00027001,0.00027000,500.00000000,0.13500000
2/22/2015 7:10:00 AM,0.00027000,0.00027000,0.00027000,0.00027000,162.78522278,0.04395201
2/22/2015 7:13:00 AM,0.00028500,0.00028500,0.00028500,0.00028500,235.86083027,0.06722033
2/22/2015 7:42:00 AM,0.00029000,0.00028002,0.00029000,0.00028002,334.67631330,0.09508322
2/22/2015 7:44:00 AM,0.00028001,0.00028000,0.00028001,0.00028000,250.50023016,0.07014126
2/22/2015 7:46:00 AM,0.00027129,0.00027129,0.00027129,0.00027129,172.12702309,0.04669634
2/22/2015 7:48:00 AM,0.00027129,0.00027129,0.00027129,0.00027129,32.48846900,0.00881379
2/22/2015 7:51:00 AM,0.00028000,0.00028000,0.00028000,0.00028000,139.42388813,0.03903868
2/22/2015 7:58:00 AM,0.00027050,0.00027000,0.00027050,0.00027000,189.00000000,0.05103920
2/22/2015 8:09:00 AM,0.00028000,0.00028000,0.00028000,0.00028000,7.00000000,0.00196000
2/22/2015 8:24:00 AM,0.00028000,0.00028000,0.00028000,0.00028000,71.25000000,0.01995000
2/22/2015 8:42:00 AM,0.00028000,0.00030000,0.00030000,0.00028000,857.54080504,0.24982168
2/22/2015 8:45:00 AM,0.00030000,0.00031000,0.00031000,0.00030000,2155.37737107,0.64815062
2/22/2015 8:46:00 AM,0.00031025,0.00031049,0.00031049,0.00031025,444.85825906,0.13810003
2/22/2015 8:47:00 AM,0.00031050,0.00031050,0.00031050,0.00031050,100.00000000,0.03105000
2/22/2015 8:49:00 AM,0.00032000,0.00032000,0.00032000,0.00032000,229.09828758,0.07331145
2/22/2015 8:52:00 AM,0.00032000,0.00033930,0.00033930,0.00032000,1630.35324735,0.55181764
2/22/2015 9:01:00 AM,0.00030004,0.00030004,0.00030004,0.00030004,2.12433774,0.00063738
2/22/2015 9:03:00 AM,0.00030005,0.00030005,0.00030005,0.00030005,2.12844903,0.00063864
2/22/2015 9:27:00 AM,0.00029000,0.00029000,0.00029000,0.00029000,7.57793871,0.00219760
2/22/2015 9:30:00 AM,0.00029000,0.00029000,0.00029000,0.00029000,163.01350614,0.04727391
2/22/2015 9:40:00 AM,0.00029000,0.00030000,0.00030000,0.00029000,95.40855515,0.02816848
2/22/2015 9:41:00 AM,0.00031000,0.00031000,0.00031000,0.00031000,99.00000000,0.03069000
2/22/2015 9:44:00 AM,0.00030000,0.00032000,0.00032000,0.00030000,180.47333685,0.05450508
2/22/2015 10:00:00 AM,0.00031990,0.00031990,0.00031990,0.00031990,291.51481306,0.09325558
2/22/2015 10:16:00 AM,0.00031000,0.00031000,0.00031000,0.00031000,237.18995831,0.07352888
2/22/2015 10:42:00 AM,0.00029001,0.00029001,0.00029001,0.00029001,262.81004169,0.07621754
2/22/2015 10:45:00 AM,0.00028502,0.00028500,0.00028502,0.00028500,72.92884455,0.02078587
2/22/2015 12:05:00 PM,0.00028000,0.00028000,0.00028000,0.00028000,100.00000000,0.02800000
2/22/2015 12:19:00 PM,0.00028001,0.00028000,0.00028001,0.00028000,96.37916509,0.02698693
2/22/2015 12:39:00 PM,0.00028000,0.00026002,0.00028000,0.00026002,1344.38127122,0.35662313
2/22/2015 12:41:00 PM,0.00026002,0.00026002,0.00026002,0.00026002,410.15298971,0.10664798
2/22/2015 12:43:00 PM,0.00026003,0.00026002,0.00026003,0.00026002,11.61528780,0.00302025
2/22/2015 1:04:00 PM,0.00030887,0.00031999,0.00031999,0.00030887,2083.84255774,0.64597415
2/22/2015 1:06:00 PM,0.00031999,0.00032999,0.00032999,0.00031999,819.08600527,0.26570444
2/22/2015 1:07:00 PM,0.00033000,0.00033930,0.00033930,0.00033000,772.05212343,0.26099445
2/22/2015 1:08:00 PM,0.00033994,0.00034999,0.00034999,0.00033930,1265.86207214,0.43732549
2/22/2015 1:09:00 PM,0.00035000,0.00033993,0.00036000,0.00033993,930.53620196,0.33067266
2/22/2015 1:19:00 PM,0.00035998,0.00036001,0.00036001,0.00035998,57.88376045,0.02083862
2/22/2015 1:20:00 PM,0.00036001,0.00036001,0.00036001,0.00036001,108.11684318,0.03892314
2/22/2015 1:21:00 PM,0.00036595,0.00033002,0.00036595,0.00033002,635.73466364,0.21699115
2/22/2015 1:35:00 PM,0.00034000,0.00034000,0.00034000,0.00034000,75.45192822,0.02565365
2/22/2015 1:36:00 PM,0.00036560,0.00036596,0.00036596,0.00036560,315.68238500,0.11546979
2/22/2015 1:39:00 PM,0.00038000,0.00038000,0.00038000,0.00038000,298.08051000,0.11327057
2/22/2015 1:41:00 PM,0.00036000,0.00038000,0.00038000,0.00036000,153.09874000,0.05662749
2/22/2015 2:16:00 PM,0.00030024,0.00030019,0.00030024,0.00030019,49.80000000,0.01494970
2/22/2015 2:30:00 PM,0.00030019,0.00030019,0.00030019,0.00030019,36.00100000,0.01080714
2/22/2015 2:35:00 PM,0.00030019,0.00027000,0.00030019,0.00027000,686.90928269,0.18875328
2/22/2015 2:49:00 PM,0.00030999,0.00030999,0.00030999,0.00030999,98.28082817,0.03046607
2/22/2015 2:57:00 PM,0.00027008,0.00026000,0.00027008,0.00026000,657.32560337,0.17348741
2/22/2015 2:58:00 PM,0.00026000,0.00026000,0.00026000,0.00026000,1.92520123,0.00050055
2/22/2015 3:34:00 PM,0.00025012,0.00025012,0.00025012,0.00025012,2.55549882,0.00063918
2/22/2015 3:37:00 PM,0.00025000,0.00028896,0.00028896,0.00024001,355.19792319,0.08800298
2/22/2015 3:52:00 PM,0.00028500,0.00028900,0.00028900,0.00028500,563.87288844,0.16233737
2/22/2015 3:54:00 PM,0.00028900,0.00028900,0.00028900,0.00028900,478.39614556,0.13825648
2/22/2015 3:56:00 PM,0.00030909,0.00030909,0.00030909,0.00030909,108.77862595,0.03362238
2/22/2015 3:57:00 PM,0.00032989,0.00032989,0.00032989,0.00032989,231.73667579,0.07644761
2/22/2015 4:01:00 PM,0.00028900,0.00028900,0.00028900,0.00028900,213.62010100,0.06173620
2/22/2015 4:08:00 PM,0.00032980,0.00032980,0.00032980,0.00032980,154.94142094,0.05109968
2/22/2015 4:09:00 PM,0.00032980,0.00032981,0.00032981,0.00032980,158.42360268,0.05224967
2/22/2015 4:18:00 PM,0.00030000,0.00030000,0.00030000,0.00030000,68.79310345,0.02063793
2/22/2015 4:19:00 PM,0.00032968,0.00032969,0.00032969,0.00032968,157.69086566,0.05198907
2/22/2015 4:23:00 PM,0.00032969,0.00032969,0.00032969,0.00032969,136.65283062,0.04505307
2/22/2015 4:25:00 PM,0.00032970,0.00032984,0.00032984,0.00032970,660.00000000,0.21764816
2/22/2015 4:26:00 PM,0.00032984,0.00032985,0.00032985,0.00032984,372.54675966,0.12288264
2/22/2015 4:28:00 PM,0.00032900,0.00032900,0.00032900,0.00032900,371.64645798,0.12227168
2/22/2015 4:31:00 PM,0.00029026,0.00029010,0.00029026,0.00029010,1256.54084798,0.36452858
2/22/2015 4:33:00 PM,0.00029010,0.00032989,0.00032989,0.00028900,1239.24126144,0.38819245
2/22/2015 5:03:00 PM,0.00031993,0.00031999,0.00031999,0.00031993,376.42365629,0.12045170
2/22/2015 5:05:00 PM,0.00031992,0.00031999,0.00031999,0.00031992,341.75318229,0.10935747
2/22/2015 5:09:00 PM,0.00030001,0.00030000,0.00030001,0.00030000,43.71498707,0.01311452
2/22/2015 5:10:00 PM,0.00031999,0.00031999,0.00031999,0.00031999,211.39167218,0.06764322
2/22/2015 5:14:00 PM,0.00030000,0.00030000,0.00030000,0.00030000,58.97822942,0.01769346
2/22/2015 5:18:00 PM,0.00029033,0.00028003,0.00029033,0.00028003,1079.83079827,0.30342200
2/22/2015 5:20:00 PM,0.00030000,0.00036870,0.00036870,0.00030000,4489.49873282,1.46280814
2/22/2015 5:22:00 PM,0.00036000,0.00036000,0.00036000,0.00036000,441.85633955,0.15906827
2/22/2015 5:23:00 PM,0.00036000,0.00036000,0.00036000,0.00036000,15.33817066,0.00552174
2/22/2015 5:29:00 PM,0.00031002,0.00031000,0.00031002,0.00031000,99.02300000,0.03069717
2/22/2015 5:34:00 PM,0.00031000,0.00031000,0.00031000,0.00031000,3.25899494,0.00101028
2/22/2015 5:37:00 PM,0.00030000,0.00030000,0.00030000,0.00030000,132.00000000,0.03960000
2/22/2015 5:55:00 PM,0.00030000,0.00030000,0.00030000,0.00030000,165.22933075,0.04956879
2/22/2015 6:20:00 PM,0.00030001,0.00030001,0.00030001,0.00030001,9.87478836,0.00296253
2/22/2015 6:24:00 PM,0.00030000,0.00029008,0.00030000,0.00029008,131.78866925,0.03922125
2/22/2015 6:30:00 PM,0.00030000,0.00029009,0.00030000,0.00029009,171.22653726,0.05066210
2/22/2015 6:53:00 PM,0.00029009,0.00029009,0.00029009,0.00029009,51.00000000,0.01479459
2/22/2015 7:11:00 PM,0.00029009,0.00029004,0.00029009,0.00029004,703.02494282,0.20393037
2/22/2015 8:09:00 PM,0.00029003,0.00029003,0.00029003,0.00029003,10.00000000,0.00290030
2/22/2015 8:24:00 PM,0.00029003,0.00029002,0.00029003,0.00029002,259.92245216,0.07538280
2/22/2015 8:37:00 PM,0.00028031,0.00028031,0.00028031,0.00028031,2.04749346,0.00057393
2/22/2015 8:42:00 PM,0.00028030,0.00028000,0.00028030,0.00028000,790.70831595,0.22161957
2/22/2015 8:43:00 PM,0.00028000,0.00026502,0.00028000,0.00026502,1296.61717327,0.34496041
2/22/2015 8:45:00 PM,0.00027301,0.00027301,0.00027301,0.00027301,2.24736912,0.00061355
2/22/2015 8:46:00 PM,0.00026502,0.00026004,0.00026502,0.00026004,492.89356355,0.12965102
2/22/2015 9:08:00 PM,0.00026007,0.00026007,0.00026007,0.00026007,516.78394278,0.13439999
2/22/2015 9:10:00 PM,0.00026006,0.00022505,0.00026006,0.00022505,7795.45531105,1.81830503
2/22/2015 9:28:00 PM,0.00026007,0.00026007,0.00026007,0.00026007,80.00000000,0.02080560
2/22/2015 9:53:00 PM,0.00024112,0.00024111,0.00024112,0.00024111,4.64589422,0.00112018
2/22/2015 10:52:00 PM,0.00024000,0.00023002,0.00024000,0.00023002,70.19789600,0.01664793
2/22/2015 10:53:00 PM,0.00023001,0.00023001,0.00023001,0.00023001,19.17754956,0.00441102
